LOANID,MEMBERID,BOOKID,ISSUEDATE,RETURNDATE,STATUS,FINE
9213,3748,2936,09-01-2023,28-08-2024,Returned,894
9214,3363,2335,15-02-2024,01-10-2024,Returned,158
9215,3494,2353,26-05-2024,,Issued,0
9216,3448,2266,08-02-2024,12-02-2025,Returned,440
9217,3220,2624,28-04-2024,15-07-2024,Returned,0
9218,3654,2402,21-06-2022,,Issued,0
9219,3574,2351,24-09-2023,18-09-2024,Returned,420
9220,3889,2228,27-09-2023,23-10-2024,Returned,484
9221,3942,2564,03-01-2024,17-09-2024,Returned,216
9222,3947,2022,29-09-2022,16-02-2025,Returned,1442
9223,3882,2563,04-11-2022,23-12-2024,Returned,1260
9224,3835,2584,05-03-2023,05-09-2024,Returned,800
9225,3374,2930,12-06-2022,23-02-2025,Returned,1674
9226,3285,2129,17-10-2022,18-07-2024,Returned,980
9227,3599,2492,05-06-2023,21-04-2025,Returned,1072
9228,3554,2247,27-01-2023,,Issued,0
9229,3622,2705,30-07-2022,,Issued,0
9230,3727,2330,20-02-2024,09-09-2024,Returned,104
9231,3321,2914,19-08-2022,07-03-2025,Returned,1562
9232,3001,2065,15-11-2022,11-05-2025,Returned,1516
9233,3622,2846,09-03-2023,05-02-2025,Returned,1098
9234,3547,2379,13-07-2022,09-02-2025,Returned,1584
9235,3178,2142,07-04-2024,12-05-2025,Returned,500
9236,3270,2762,01-11-2023,16-09-2024,Returned,340
9237,3193,2832,19-01-2024,14-11-2024,Returned,300
9238,3772,2002,09-12-2023,10-05-2025,Returned,736
9239,3942,2164,19-11-2022,07-10-2024,Returned,1076
9240,3982,2097,26-01-2023,28-01-2025,Returned,1166
9241,3955,2391,24-05-2024,25-11-2024,Returned,70
9242,3369,2679,14-07-2023,29-05-2025,Returned,1070
9243,3782,2276,02-03-2024,16-07-2024,Returned,0
9244,3354,2808,18-08-2023,21-04-2025,Returned,924
9245,3158,2577,17-01-2024,19-02-2025,Returned,498
9246,3154,2091,15-11-2022,01-04-2025,Returned,1436
9247,3104,2313,27-10-2023,,Issued,0
9248,3132,2955,04-02-2024,23-01-2025,Returned,408
9249,3745,2249,03-04-2024,05-11-2024,Returned,132
9250,3885,2377,11-10-2023,02-10-2024,Returned,414
9251,3869,2323,05-12-2022,,Issued,0
9252,3911,2628,30-03-2024,29-01-2025,Returned,310
9253,3128,2185,01-10-2023,12-03-2025,Returned,756
9254,3944,2250,28-03-2023,10-10-2024,Returned,824
9255,3276,2663,25-05-2023,29-07-2024,Returned,562
9256,3652,2916,09-09-2023,12-03-2025,Returned,800
9257,3080,2560,04-05-2024,03-03-2025,Returned,306
9258,3576,2920,19-12-2022,14-03-2025,Returned,1332
9259,3109,2135,03-04-2023,01-08-2024,Returned,672
9260,3365,2784,23-01-2024,11-03-2025,Returned,526
9261,3957,2794,21-09-2022,29-11-2024,Returned,1300
9262,3592,2638,21-02-2023,03-05-2025,Returned,1304
9263,3179,2343,14-07-2023,09-02-2025,Returned,852
9264,3598,2796,26-04-2024,13-10-2024,Returned,40
9265,3163,2997,05-08-2023,29-07-2024,Returned,418
9266,3823,2600,27-04-2024,10-10-2024,Returned,32
9267,3810,2874,29-03-2024,,Issued,0
9268,3606,2349,27-10-2022,21-12-2024,Returned,1272
9269,3874,2737,23-03-2024,15-07-2024,Returned,0
9270,3318,2862,11-12-2023,03-06-2024,Returned,50
9271,3448,2720,24-09-2023,18-01-2025,Returned,664
9272,3030,2981,15-01-2024,,Issued,0
9273,3860,2397,31-07-2022,10-04-2025,Returned,1668
9274,3099,2525,15-01-2024,23-05-2025,Returned,688
9275,3378,2815,16-07-2023,02-07-2024,Returned,404
9276,3983,2644,06-08-2023,,Issued,0
9277,3789,2252,28-02-2024,17-11-2024,Returned,226
9278,3219,2408,15-07-2023,27-09-2024,Returned,580
9279,3035,2852,08-07-2022,21-11-2024,Returned,1434
9280,3530,2609,11-01-2023,11-08-2024,Returned,856
9281,3352,2909,24-02-2024,09-12-2024,Returned,278
9282,3063,2256,24-03-2023,16-07-2024,Returned,660
9283,3718,2746,01-04-2024,16-07-2024,Returned,0
9284,3827,2092,04-07-2023,03-03-2025,Returned,916
9285,3995,2656,14-10-2022,24-06-2024,Returned,938
9286,3684,2645,03-09-2022,09-07-2024,Returned,1050
9287,3785,2856,20-08-2022,04-02-2025,Returned,1498
9288,3029,2627,28-05-2024,27-07-2024,Returned,0
9289,3309,2655,30-11-2022,,Issued,0
9290,3932,2189,08-08-2022,,Issued,0
9291,3099,2511,01-07-2022,21-01-2025,Returned,1570
9292,3205,2787,14-10-2023,05-09-2024,Returned,354
9293,3343,2556,11-02-2023,02-10-2024,Returned,898
9294,3900,2127,17-07-2023,14-01-2025,Returned,794
9295,3668,2446,22-09-2023,09-11-2024,Returned,528
9296,3222,2054,07-07-2023,16-01-2025,Returned,818
9297,3571,2465,21-08-2022,08-01-2025,Returned,1442
9298,3187,2796,15-07-2023,12-07-2024,Returned,426
9299,3191,2192,22-04-2024,07-02-2025,Returned,282
9300,3934,2910,30-09-2023,12-04-2025,Returned,820
9301,3804,2789,07-07-2022,18-01-2025,Returned,1552
9302,3385,2649,25-01-2023,06-07-2024,Returned,756
9303,3846,2513,09-03-2024,21-11-2024,Returned,214
9304,3179,2261,24-01-2023,03-07-2024,Returned,752
9305,3332,2300,10-04-2023,03-01-2025,Returned,968
9306,3478,2845,12-12-2022,27-04-2025,Returned,1434
9307,3443,2121,01-08-2023,21-08-2024,Returned,472
9308,3299,2250,29-03-2024,05-07-2024,Returned,0
9309,3205,2681,08-09-2023,12-02-2025,Returned,746
9310,3485,2292,23-01-2024,03-05-2025,Returned,632
9311,3652,2598,05-06-2022,29-01-2025,Returned,1638
9312,3217,2387,09-08-2023,18-10-2024,Returned,572
9313,3694,2360,21-01-2023,04-10-2024,Returned,944
9314,3008,2895,17-05-2023,,Issued,0
9315,3222,2251,20-03-2024,12-03-2025,Returned,414
9316,3499,2566,13-11-2023,21-11-2024,Returned,448
9317,3102,2997,05-03-2024,12-10-2024,Returned,142
9318,3339,2767,23-05-2023,21-03-2025,Returned,1036
9319,3902,2145,28-07-2022,21-09-2024,Returned,1272
9320,3907,2630,30-06-2023,06-12-2024,Returned,750
9321,3948,2039,05-01-2024,30-11-2024,Returned,360
9322,3106,2163,26-03-2024,11-10-2024,Returned,98
9323,3322,2184,21-01-2024,09-04-2025,Returned,588
9324,3239,2048,07-01-2024,20-03-2025,Returned,576
9325,3423,2087,16-06-2022,24-05-2025,Returned,1846
9326,3680,2427,05-08-2022,,Issued,0
9327,3563,2925,24-08-2022,,Issued,0
9328,3859,2656,06-09-2022,08-07-2024,Returned,1042
9329,3370,2098,29-12-2023,19-11-2024,Returned,352
9330,3870,2330,21-07-2022,20-09-2024,Returned,1284
9331,3132,2149,23-03-2023,14-11-2024,Returned,904
9332,3438,2554,02-04-2023,28-07-2024,Returned,666
9333,3450,2976,05-06-2022,18-07-2024,Returned,1248
9334,3632,2321,23-01-2023,,Issued,0
9335,3762,2873,13-04-2023,08-08-2024,Returned,666
9336,3669,2885,07-03-2024,02-06-2024,Returned,0
9337,3870,2002,16-07-2023,09-04-2025,Returned,966
9338,3986,2833,14-01-2024,08-09-2024,Returned,176
9339,3705,2396,25-09-2022,27-08-2024,Returned,1104
9340,3532,2411,06-07-2023,09-07-2024,Returned,438
9341,3949,2392,28-05-2023,12-10-2024,Returned,706
9342,3130,2694,15-01-2024,19-02-2025,Returned,502
9343,3924,2386,27-02-2023,18-12-2024,Returned,1020
9344,3942,2508,24-05-2023,28-07-2024,Returned,562
9345,3478,2207,24-06-2022,20-06-2024,Returned,1154
9346,3216,2045,07-01-2024,16-07-2024,Returned,82
9347,3987,2867,16-05-2023,20-09-2024,Returned,686
9348,3947,2011,25-06-2022,,Issued,0
9349,3569,2042,20-09-2022,23-05-2025,Returned,1652
9350,3601,2433,27-10-2022,20-06-2024,Returned,904
9351,3850,2562,09-03-2023,18-12-2024,Returned,1000
9352,3181,2333,10-10-2023,,Issued,0
9353,3884,2358,19-12-2023,,Issued,0
9354,3220,2459,28-09-2022,18-04-2025,Returned,1566
9355,3935,2824,22-04-2023,07-05-2025,Returned,1192
9356,3337,2683,25-10-2022,03-07-2024,Returned,934
9357,3222,2751,01-05-2023,16-01-2025,Returned,952
9358,3589,2677,10-09-2022,27-02-2025,Returned,1502
9359,3847,2482,04-02-2024,11-09-2024,Returned,140
9360,3559,2746,16-04-2023,23-03-2025,Returned,1114
9361,3748,2681,13-11-2023,,Issued,0
9362,3645,2328,05-06-2022,11-08-2024,Returned,1296
9363,3197,2966,30-09-2022,16-07-2024,Returned,1010
9364,3676,2871,25-02-2023,27-09-2024,Returned,860
9365,3916,2850,21-04-2024,29-10-2024,Returned,82
9366,3691,2691,01-09-2022,01-03-2025,Returned,1524
9367,3717,2682,19-07-2023,07-01-2025,Returned,776
9368,3308,2366,14-05-2024,19-03-2025,Returned,318
9369,3632,2403,15-03-2024,04-12-2024,Returned,228
9370,3839,2902,18-03-2024,13-10-2024,Returned,118
9371,3089,2219,10-11-2023,07-12-2024,Returned,486
9372,3232,2532,29-05-2023,25-10-2024,Returned,730
9373,3889,2128,07-04-2023,31-03-2025,Returned,1148
9374,3188,2563,12-05-2023,03-01-2025,Returned,904
9375,3619,2795,21-11-2022,23-02-2025,Returned,1350
9376,3832,2394,22-04-2023,17-08-2024,Returned,666
9377,3101,2081,18-03-2023,31-08-2024,Returned,764
9378,3181,2754,23-06-2022,13-06-2024,Returned,1142
9379,3098,2111,05-08-2022,02-05-2025,Returned,1702
9380,3162,2442,02-11-2022,23-05-2025,Returned,1566
9381,3514,2039,20-01-2023,21-10-2024,Returned,980
9382,3528,2962,14-03-2023,22-05-2025,Returned,1300
9383,3506,2951,07-08-2023,19-08-2024,Returned,456
9384,3334,2463,28-12-2022,04-04-2025,Returned,1356
9385,3461,2851,26-07-2022,24-09-2024,Returned,1282
9386,3889,2102,18-02-2024,28-06-2024,Returned,0
9387,3813,2748,26-10-2022,10-12-2024,Returned,1252
9388,4000,2109,30-10-2023,26-08-2024,Returned,302
9389,3777,2378,06-11-2023,04-08-2024,Returned,244
9390,3773,2883,16-05-2023,18-01-2025,Returned,926
9391,3854,2019,16-04-2023,11-08-2024,Returned,666
9392,3517,2566,03-09-2022,16-04-2025,Returned,1612
9393,3705,2841,24-03-2024,22-02-2025,Returned,370
9394,3135,2529,20-10-2022,08-11-2024,Returned,1200
9395,3891,2235,04-11-2023,24-02-2025,Returned,656
9396,3391,2246,26-05-2024,,Issued,0
9397,3528,2318,02-10-2023,02-08-2024,Returned,310
9398,3146,2868,09-04-2023,01-03-2025,Returned,1084
9399,3505,2379,10-05-2023,03-11-2024,Returned,786
9400,3619,2467,05-11-2023,27-12-2024,Returned,536
9401,3010,2684,04-08-2023,13-11-2024,Returned,634
9402,3708,2465,03-06-2022,22-03-2025,Returned,1746
9403,3721,2886,18-07-2022,24-07-2024,Returned,1174
9404,3370,2919,24-12-2022,06-03-2025,Returned,1306
9405,3100,2709,28-02-2023,,Issued,0
9406,3427,2452,27-11-2022,01-06-2025,Returned,1534
9407,3282,2431,20-12-2023,20-11-2024,Returned,372
9408,3594,2203,07-11-2022,05-10-2024,Returned,1096
9409,3179,2756,08-12-2023,13-10-2024,Returned,320
9410,3974,2682,17-03-2024,04-09-2024,Returned,42
9411,3386,2346,10-11-2022,17-06-2024,Returned,870
9412,3652,2334,25-11-2022,28-11-2024,Returned,1168
9413,3829,2871,05-05-2023,22-03-2025,Returned,1074
9414,3208,2369,13-10-2022,28-11-2024,Returned,1254
9415,3687,2119,07-03-2023,02-02-2025,Returned,1096
9416,3780,2952,21-01-2024,07-05-2025,Returned,644
9417,3625,2158,26-08-2023,,Issued,0
9418,3076,2025,27-01-2023,09-04-2025,Returned,1306
9419,3288,2598,31-12-2022,25-05-2025,Returned,1452
9420,3338,2309,22-05-2024,23-06-2024,Returned,0
9421,3686,2323,16-06-2022,19-02-2025,Returned,1658
9422,3890,2369,17-05-2023,07-08-2024,Returned,596
9423,3428,2301,28-12-2022,06-06-2024,Returned,752
9424,3215,2449,28-10-2022,18-12-2024,Returned,1264
9425,3071,2022,05-02-2023,,Issued,0
9426,3926,2592,21-07-2022,19-05-2025,Returned,1766
9427,3322,2159,20-12-2023,07-10-2024,Returned,284
9428,3932,2405,20-11-2023,,Issued,0
9429,3533,2077,05-12-2023,11-02-2025,Returned,568
9430,3967,2847,22-07-2023,09-04-2025,Returned,954
9431,3088,2290,20-01-2024,10-01-2025,Returned,412
9432,3229,2842,18-11-2022,02-12-2024,Returned,1190
9433,3534,2277,01-10-2022,30-10-2024,Returned,1220
9434,3553,2218,10-01-2024,29-12-2024,Returned,408
9435,3393,2438,18-11-2023,23-12-2024,Returned,502
9436,3572,2340,09-03-2024,26-12-2024,Returned,284
9437,3568,2113,04-07-2023,10-03-2025,Returned,930
9438,3810,2716,22-04-2024,02-09-2024,Returned,0
9439,3697,2636,07-07-2022,05-05-2025,Returned,1766
9440,3236,2617,12-11-2022,09-06-2024,Returned,850
9441,3889,2500,03-07-2023,09-07-2024,Returned,444
9442,3363,2772,08-10-2022,,Issued,0
9443,3083,2302,30-11-2022,16-02-2025,Returned,1318
9444,3487,2044,04-04-2024,27-02-2025,Returned,358
9445,3465,2072,21-11-2023,30-03-2025,Returned,690
9446,3955,2337,09-06-2023,17-09-2024,Returned,632
9447,3729,2269,23-03-2024,25-12-2024,Returned,254
9448,3124,2183,05-01-2023,01-10-2024,Returned,970
9449,3763,2730,19-04-2024,03-09-2024,Returned,0
9450,3735,2963,07-04-2023,09-06-2024,Returned,558
9451,3155,2236,25-02-2024,07-10-2024,Returned,150
9452,3696,2829,12-10-2022,08-02-2025,Returned,1400
9453,3465,2366,01-07-2023,02-10-2024,Returned,618
9454,3508,2618,08-07-2023,20-09-2024,Returned,580
9455,3576,2216,24-05-2024,14-03-2025,Returned,288
9456,3386,2754,09-03-2023,19-04-2025,Returned,1244
9457,3692,2711,30-01-2024,17-08-2024,Returned,100
9458,3205,2037,28-12-2022,,Issued,0
9459,3804,2553,22-07-2023,27-07-2024,Returned,442
9460,3356,2223,12-09-2022,04-08-2024,Returned,1084
9461,3762,2570,21-06-2022,05-08-2024,Returned,1252
9462,3363,2017,22-10-2022,08-07-2024,Returned,950
9463,3822,2492,19-11-2022,17-09-2024,Returned,1036
9464,3143,2302,23-03-2024,21-08-2024,Returned,2
9465,3292,2164,14-07-2022,08-11-2024,Returned,1396
9466,3893,2217,31-10-2022,17-10-2024,Returned,1134
9467,3863,2276,10-01-2024,06-09-2024,Returned,180
9468,3756,2133,07-03-2023,31-07-2024,Returned,724
9469,3060,2382,06-04-2023,20-12-2024,Returned,948
9470,3932,2065,30-03-2023,,Issued,0
9471,3687,2472,18-08-2023,12-08-2024,Returned,420
9472,3066,2847,25-07-2022,02-10-2024,Returned,1300
9473,3125,2878,07-04-2023,05-02-2025,Returned,1040
9474,3738,2371,29-10-2022,16-10-2024,Returned,1136
9475,3044,2156,18-09-2022,20-02-2025,Returned,1472
9476,3246,2077,16-11-2023,31-08-2024,Returned,278
9477,3826,2747,21-04-2023,23-01-2025,Returned,986
9478,3023,2570,09-09-2023,12-06-2024,Returned,254
9479,3151,2684,20-07-2023,24-08-2024,Returned,502
9480,3725,2777,13-08-2022,,Issued,0
9481,3635,2276,03-12-2022,20-02-2025,Returned,1320
9482,3786,2433,05-03-2023,06-04-2025,Returned,1226
9483,3599,2321,29-05-2023,27-01-2025,Returned,918
9484,3816,2715,22-04-2024,02-10-2024,Returned,26
9485,3541,2368,04-12-2023,25-09-2024,Returned,292
9486,3240,2037,07-02-2023,02-08-2024,Returned,784
9487,3418,2519,29-10-2023,18-04-2025,Returned,774
9488,3320,2277,02-12-2022,,Issued,0
9489,3059,2498,07-03-2024,17-09-2024,Returned,88
9490,3645,2841,15-08-2023,03-11-2024,Returned,592
9491,3622,2110,03-07-2023,27-08-2024,Returned,542
9492,3166,2731,13-11-2023,31-07-2024,Returned,222
9493,3162,2287,13-06-2022,17-12-2024,Returned,1536
9494,3937,2718,18-12-2022,25-09-2024,Returned,994
9495,3055,2929,10-08-2023,09-05-2025,Returned,976
9496,3016,2300,23-06-2022,23-07-2024,Returned,1222
9497,3733,2790,15-04-2024,07-11-2024,Returned,112
9498,3580,2495,04-05-2023,31-10-2024,Returned,792
9499,3983,2864,25-04-2024,06-10-2024,Returned,28
9500,3275,2449,01-11-2022,18-04-2025,Returned,1498
9501,3234,2198,30-08-2022,24-03-2025,Returned,1574
9502,3673,2414,27-11-2023,26-03-2025,Returned,670
9503,3409,2721,25-10-2022,29-10-2024,Returned,1170
9504,3549,2289,10-09-2022,27-06-2024,Returned,1012
9505,3095,2917,30-11-2023,25-07-2024,Returned,176
9506,3323,2697,06-12-2022,18-06-2024,Returned,820
9507,3189,2101,06-03-2023,16-11-2024,Returned,942
9508,3700,2030,11-05-2023,18-01-2025,Returned,936
9509,3213,2461,05-03-2023,26-07-2024,Returned,718
9510,3411,2391,16-01-2023,21-02-2025,Returned,1234
9511,3008,2996,26-01-2023,12-02-2025,Returned,1196
9512,3210,2695,11-12-2022,07-03-2025,Returned,1334
9513,3564,2839,18-08-2022,,Issued,0
9514,3821,2573,19-04-2024,26-01-2025,Returned,264
9515,3954,2525,17-10-2022,27-01-2025,Returned,1366
9516,3834,2956,20-01-2023,18-08-2024,Returned,852
9517,3878,2472,22-08-2022,04-01-2025,Returned,1432
9518,3040,2539,11-06-2022,25-04-2025,Returned,1798
9519,3912,2756,03-03-2024,30-12-2024,Returned,304
9520,3911,2782,05-04-2024,05-01-2025,Returned,250
9521,3254,2904,29-09-2022,08-08-2024,Returned,1058
9522,3877,2237,05-01-2024,01-07-2024,Returned,56
9523,3742,2695,25-05-2024,10-05-2025,Returned,400
9524,3401,2250,26-06-2023,07-02-2025,Returned,884
9525,3419,2628,08-10-2023,23-04-2025,Returned,826
9526,3735,2332,21-05-2024,,Issued,0
9527,3800,2505,11-06-2022,14-04-2025,Returned,1776
9528,3254,2062,30-07-2022,18-02-2025,Returned,1568
9529,3497,2164,19-05-2023,19-01-2025,Returned,922
9530,3335,2002,05-01-2023,,Issued,0
9531,3149,2081,08-07-2022,29-08-2024,Returned,1266
9532,3240,2930,29-11-2023,14-07-2024,Returned,156
9533,3106,2264,18-02-2024,16-07-2024,Returned,0
9534,3010,2968,08-09-2022,26-11-2024,Returned,1320
9535,3001,2918,27-06-2023,07-04-2025,Returned,1000
9536,3071,2579,10-12-2023,24-04-2025,Returned,702
9537,3954,2077,06-09-2023,04-03-2025,Returned,790
9538,3507,2351,26-05-2024,03-03-2025,Returned,262
9539,3203,2551,17-11-2023,22-12-2024,Returned,502
9540,3395,2047,11-06-2023,02-08-2024,Returned,536
9541,3785,2314,10-06-2023,06-09-2024,Returned,608
9542,3571,2211,21-07-2022,02-07-2024,Returned,1124
9543,3335,2348,11-12-2022,08-06-2024,Returned,790
9544,3410,2895,15-09-2022,05-01-2025,Returned,1386
9545,3265,2014,02-09-2023,06-10-2024,Returned,500
9546,3800,2667,05-04-2023,23-01-2025,Returned,1018
9547,3219,2437,27-01-2024,14-01-2025,Returned,406
9548,3300,2925,23-08-2022,07-09-2024,Returned,1192
9549,3526,2873,29-06-2023,01-07-2024,Returned,436
9550,3271,2316,03-11-2023,12-08-2024,Returned,266
9551,3539,2158,01-08-2022,26-04-2025,Returned,1698
9552,3446,2544,01-07-2023,29-04-2025,Returned,1036
9553,3860,2426,30-06-2022,02-04-2025,Returned,1714
9554,3102,2557,25-08-2023,22-09-2024,Returned,488
9555,3202,2993,09-12-2022,16-05-2025,Returned,1478
9556,3046,2999,04-03-2024,29-09-2024,Returned,118
9557,3820,2473,09-01-2024,31-07-2024,Returned,108
9558,3009,2056,27-05-2024,05-07-2024,Returned,0
9559,3277,2301,22-03-2024,07-01-2025,Returned,282
9560,3521,2700,26-08-2023,13-09-2024,Returned,468
9561,3497,2445,29-01-2024,16-01-2025,Returned,406
9562,3526,2803,15-09-2022,20-08-2024,Returned,1110
9563,3004,2677,09-05-2024,14-10-2024,Returned,16
9564,3687,2244,19-03-2024,14-07-2024,Returned,0
9565,3313,2816,30-09-2022,08-07-2024,Returned,994
9566,3392,2261,08-06-2022,19-08-2024,Returned,1306
9567,3652,2352,11-12-2022,,Issued,0
9568,3305,2746,07-06-2022,25-07-2024,Returned,1258
9569,3166,2635,18-11-2022,26-05-2025,Returned,1540
9570,3005,2032,30-05-2024,22-05-2025,Returned,414
9571,3576,2627,31-07-2023,06-09-2024,Returned,506
9572,3892,2428,18-06-2023,21-09-2024,Returned,622
9573,3126,2532,27-09-2022,13-01-2025,Returned,1378
9574,3467,2278,06-11-2022,21-09-2024,Returned,1070
9575,3460,2453,01-01-2023,03-10-2024,Returned,982
9576,3750,2537,12-10-2022,15-10-2024,Returned,1168
9577,3323,2280,20-10-2022,22-07-2024,Returned,982
9578,3448,2312,12-07-2022,17-04-2025,Returned,1720
9579,3220,2989,02-04-2023,04-01-2025,Returned,986
9580,3693,2837,03-09-2022,,Issued,0
9581,3834,2865,07-11-2022,25-11-2024,Returned,1198
9582,3132,2790,18-07-2023,15-12-2024,Returned,732
9583,3645,2241,27-02-2024,13-01-2025,Returned,342
9584,3654,2435,09-12-2023,29-12-2024,Returned,472
9585,3788,2703,07-05-2024,23-01-2025,Returned,222
9586,3173,2937,02-05-2024,17-02-2025,Returned,282
9587,3886,2388,14-11-2023,24-05-2025,Returned,814
9588,3431,2454,12-01-2024,,Issued,0
9589,3371,2843,17-10-2022,07-04-2025,Returned,1506
9590,3704,2320,24-04-2023,10-02-2025,Returned,1016
9591,3629,2612,09-08-2023,12-10-2024,Returned,560
9592,3858,2612,07-08-2023,26-05-2025,Returned,1016
9593,3886,2884,03-02-2023,14-02-2025,Returned,1184
9594,3471,2847,12-01-2024,14-01-2025,Returned,436
9595,3778,2785,19-08-2023,15-05-2025,Returned,970
9596,3360,2271,03-07-2023,19-09-2024,Returned,588
9597,3523,2887,30-05-2023,22-08-2024,Returned,600
9598,3004,2136,12-07-2022,26-07-2024,Returned,1190
9599,3990,2319,03-11-2023,04-01-2025,Returned,556
9600,3602,2117,21-08-2022,13-08-2024,Returned,1146
9601,3093,2522,31-01-2023,04-06-2024,Returned,680
9602,3685,2808,07-12-2023,,Issued,0
9603,3005,2405,03-03-2023,08-10-2024,Returned,870
9604,3593,2037,01-08-2022,,Issued,0
9605,3967,2994,14-04-2023,21-02-2025,Returned,1058
9606,3181,2676,21-07-2023,03-09-2024,Returned,520
9607,3449,2050,13-02-2023,15-10-2024,Returned,920
9608,3466,2812,12-05-2024,04-06-2024,Returned,0
9609,3382,2714,29-01-2023,15-05-2025,Returned,1374
9610,3317,2759,27-06-2022,21-10-2024,Returned,1394
9611,3690,2461,09-03-2024,28-07-2024,Returned,0
9612,3657,2194,13-07-2023,04-09-2024,Returned,538
9613,3279,2605,28-07-2022,27-06-2024,Returned,1100
9614,3557,2015,08-06-2023,19-10-2024,Returned,698
9615,3943,2042,19-11-2023,26-07-2024,Returned,200
9616,3498,2177,25-10-2022,16-02-2025,Returned,1390
9617,3839,2538,12-12-2022,11-11-2024,Returned,1100
9618,3559,2755,27-10-2022,30-05-2025,Returned,1592
9619,3232,2112,06-09-2022,02-10-2024,Returned,1214
9620,3966,2122,18-02-2023,17-12-2024,Returned,1036
9621,3515,2742,22-06-2022,02-02-2025,Returned,1612
9622,3111,2979,04-08-2022,27-11-2024,Returned,1392
9623,3712,2903,08-04-2024,16-02-2025,Returned,328
9624,3909,2664,04-03-2023,07-07-2024,Returned,682
9625,3544,2433,17-04-2024,10-11-2024,Returned,114
9626,3122,2962,29-03-2024,22-08-2024,Returned,0
9627,3950,2643,25-12-2022,23-07-2024,Returned,852
9628,3171,2754,23-09-2022,22-03-2025,Returned,1522
9629,3625,2204,09-06-2023,06-12-2024,Returned,792
9630,3354,2240,12-08-2023,28-05-2025,Returned,1010
9631,3942,2787,07-02-2024,24-09-2024,Returned,160
9632,3710,2121,21-12-2023,,Issued,0
9633,3011,2202,14-02-2023,08-02-2025,Returned,1150
9634,3932,2398,31-07-2022,24-08-2024,Returned,1210
9635,3169,2399,11-01-2023,30-07-2024,Returned,832
9636,3985,2687,01-10-2022,04-03-2025,Returned,1470
9637,3817,2662,24-10-2022,01-06-2025,Returned,1602
9638,3373,2062,03-03-2023,09-01-2025,Returned,1056
9639,3214,2339,06-07-2023,12-11-2024,Returned,690
9640,3094,2997,11-08-2023,29-12-2024,Returned,712
9641,3311,2411,07-11-2023,03-03-2025,Returned,664
9642,3895,2170,05-05-2023,31-10-2024,Returned,790
9643,3969,2194,18-04-2024,11-11-2024,Returned,114
9644,3812,2343,08-05-2024,06-05-2025,Returned,426
9645,3654,2913,01-09-2022,28-08-2024,Returned,1154
9646,3262,2145,28-11-2022,02-05-2025,Returned,1472
9647,3766,2426,07-04-2023,04-04-2025,Returned,1156
